1/1_0000.wav|그는 괜찮은 척하려고 애쓰는 것 같았다.|ㄱ ㅡ ㄴ ㅡ ㄴ ▁ ㄱ ㅙ ㄴ ㅊ ㅏ ㄶ ⅇ ㅡ ㄴ ▁ ㅊ ㅓ ㄱ ㅎ ㅏ ㄹ ㅕ ㄱ ㅗ ▁ ⅇ ㅐ ㅆ ㅡ ㄴ ㅡ ㄴ ▁ ㄱ ㅓ ㅅ ▁ ㄱ ㅏ ㅌ ⅇ ㅏ ㅆ ㄷ ㅏ .|3.5
1/1_0001.wav|그녀의 사랑을 얻기 위해 애썼지만 헛수고였다.|ㄱ ㅡ ㄴ ㅕ ⅇ ㅢ ▁ ㅅ ㅏ ㄹ ㅏ ㅇ ⅇ ㅡ ㄹ ▁ ⅇ ㅓ ㄷ ㄱ ㅣ ▁ ⅇ ㅟ ㅎ ㅐ ▁ ⅇ ㅐ ㅆ ㅓ ㅆ ㅈ ㅣ ㅁ ㅏ ㄴ ▁ ㅎ ㅓ ㅅ ㅅ ㅜ ㄱ ㅗ ⅇ ㅕ ㅆ ㄷ ㅏ .|4.0
1/1_0002.wav|용돈을 아껴 써라.|ⅇ ㅛ ㅇ ㄷ ㅗ ㄴ ⅇ ㅡ ㄹ ▁ ⅇ ㅏ ㄲ ㅕ ▁ ㅆ ㅓ ㄹ ㅏ .|1.8
1/1_0003.wav|그는 아내를 많이 아낀다.|ㄱ ㅡ ㄴ ㅡ ㄴ ▁ ⅇ ㅏ ㄴ ㅐ ㄹ ㅡ ㄹ ▁ ㅁ ㅏ ㄶ ⅇ ㅣ ▁ ⅇ ㅏ ㄲ ㅣ ㄴ ㄷ ㅏ .|2.3
1/1_0004.wav|그 애 전화번호 알아?|ㄱ ㅡ ▁ ⅇ ㅐ ▁ ㅈ ㅓ ㄴ ㅎ ㅘ ㅂ ㅓ ㄴ ㅎ ㅗ ▁ ⅇ ㅏ ㄹ ⅇ ㅏ ?|1.3
1/1_0005.wav|차에 대해 잘 아세요?|ㅊ ㅏ ⅇ ㅔ ▁ ㄷ ㅐ ㅎ ㅐ ▁ ㅈ ㅏ ㄹ ▁ ⅇ ㅏ ㅅ ㅔ ⅇ ㅛ ?|1.7
1/1_0006.wav|거기 도착하면 나한테 알려 줘.|ㄱ ㅓ ㄱ ㅣ ▁ ㄷ ㅗ ㅊ ㅏ ㄱ ㅎ ㅏ ㅁ ㅕ ㄴ ▁ ㄴ ㅏ ㅎ ㅏ ㄴ ㅌ ㅔ ▁ ⅇ ㅏ ㄹ ㄹ ㅕ ▁ ㅈ ㅝ .|2.8
1/1_0007.wav|그들은 내가 시험에 떨어졌다고 알려 왔다.|ㄱ ㅡ ㄷ ㅡ ㄹ ⅇ ㅡ ㄴ ▁ ㄴ ㅐ ㄱ ㅏ ▁ ㅅ ㅣ ㅎ ㅓ ㅁ ⅇ ㅔ ▁ ㄸ ㅓ ㄹ ⅇ ㅓ ㅈ ㅕ ㅆ ㄷ ㅏ ㄱ ㅗ ▁ ⅇ ㅏ ㄹ ㄹ ㅕ ▁ ⅇ ㅘ ㅆ ㄷ ㅏ .|3.5
1/1_0008.wav|나는 살아오면서 감기를 앓은 적이 한 번도 없다.|ㄴ ㅏ ㄴ ㅡ ㄴ ▁ ㅅ ㅏ ㄹ ⅇ ㅏ ⅇ ㅗ ㅁ ㅕ ㄴ ㅅ ㅓ ▁ ㄱ ㅏ ㅁ ㄱ ㅣ ㄹ ㅡ ㄹ ▁ ⅇ ㅏ ㅀ ⅇ ㅡ ㄴ ▁ ㅈ ㅓ ㄱ ⅇ ㅣ ▁ ㅎ ㅏ ㄴ ▁ ㅂ ㅓ ㄴ ㄷ ㅗ ▁ ⅇ ㅓ ㅄ ㄷ ㅏ .|4.2
1/1_0009.wav|사흘 동안 심하게 몸살을 앓았어요.|ㅅ ㅏ ㅎ ㅡ ㄹ ▁ ㄷ ㅗ ㅇ ⅇ ㅏ ㄴ ▁ ㅅ ㅣ ㅁ ㅎ ㅏ ㄱ ㅔ ▁ ㅁ ㅗ ㅁ ㅅ ㅏ ㄹ ⅇ ㅡ ㄹ ▁ ⅇ ㅏ ㅀ ⅇ ㅏ ㅆ ⅇ ㅓ ⅇ ㅛ .|3.2
1/1_0010.wav|요즘 공부가 안돼요.|ⅇ ㅛ ㅈ ㅡ ㅁ ▁ ㄱ ㅗ ㅇ ㅂ ㅜ ㄱ ㅏ ▁ ⅇ ㅏ ㄴ ㄷ ㅙ ⅇ ㅛ .|1.9
1/1_0011.wav|장사가 잘 안돼서 우울해.|ㅈ ㅏ ㅇ ㅅ ㅏ ㄱ ㅏ ▁ ㅈ ㅏ ㄹ ▁ ⅇ ㅏ ㄴ ㄷ ㅙ ㅅ ㅓ ▁ ⅇ ㅜ ⅇ ㅜ ㄹ ㅎ ㅐ .|2.5
1/1_0012.wav|아무 것도 먹지 않으면 죽게 되어 있다.|ⅇ ㅏ ㅁ ㅜ ▁ ㄱ ㅓ ㅅ ㄷ ㅗ ▁ ㅁ ㅓ ㄱ ㅈ ㅣ ▁ ⅇ ㅏ ㄶ ⅇ ㅡ ㅁ ㅕ ㄴ ▁ ㅈ ㅜ ㄱ ㄱ ㅔ ▁ ㄷ ㅚ ⅇ ㅓ ▁ ⅇ ㅣ ㅆ ㄷ ㅏ .|3.1
1/1_0013.wav|그녀는 이유를 묻지 않고 돈을 빌려 주었다.|ㄱ ㅡ ㄴ ㅕ ㄴ ㅡ ㄴ ▁ ⅇ ㅣ ⅇ ㅠ ㄹ ㅡ ㄹ ▁ ㅁ ㅜ ㄷ ㅈ ㅣ ▁ ⅇ ㅏ ㄶ ㄱ ㅗ ▁ ㄷ ㅗ ㄴ ⅇ ㅡ ㄹ ▁ ㅂ ㅣ ㄹ ㄹ ㅕ ▁ ㅈ ㅜ ⅇ ㅓ ㅆ ㄷ ㅏ .|3.8
1/1_0014.wav|내가 아기를 안고 있을게.|ㄴ ㅐ ㄱ ㅏ ▁ ⅇ ㅏ ㄱ ㅣ ㄹ ㅡ ㄹ ▁ ⅇ ㅏ ㄴ ㄱ ㅗ ▁ ⅇ ㅣ ㅆ ⅇ ㅡ ㄹ ㄱ ㅔ .|2.2
1/1_0015.wav|엄마는 말없이 나를 꼭 안아 주셨다.|ⅇ ㅓ ㅁ ㅁ ㅏ ㄴ ㅡ ㄴ ▁ ㅁ ㅏ ㄹ ⅇ ㅓ ㅄ ⅇ ㅣ ▁ ㄴ ㅏ ㄹ ㅡ ㄹ ▁ ㄲ ㅗ ㄱ ▁ ⅇ ㅏ ㄴ ⅇ ㅏ ▁ ㅈ ㅜ ㅅ ㅕ ㅆ ㄷ ㅏ .|4.0
1/1_0016.wav|자리에 앉으세요.|ㅈ ㅏ ㄹ ㅣ ⅇ ㅔ ▁ ⅇ ㅏ ㄵ ⅇ ㅡ ㅅ ㅔ ⅇ ㅛ .|1.1
1/1_0017.wav|한 여자가 내 옆에 앉았다.|ㅎ ㅏ ㄴ ▁ ⅇ ㅕ ㅈ ㅏ ㄱ ㅏ ▁ ㄴ ㅐ ▁ ⅇ ㅕ ㅍ ⅇ ㅔ ▁ ⅇ ㅏ ㄵ ⅇ ㅏ ㅆ ㄷ ㅏ .|2.2
1/1_0018.wav|일일사에 전화를 해서 번호를 알아보시지 그러세요?|ⅇ ㅣ ㄹ ⅇ ㅣ ㄹ ㅅ ㅏ ⅇ ㅔ ▁ ㅈ ㅓ ㄴ ㅎ ㅘ ㄹ ㅡ ㄹ ▁ ㅎ ㅐ ㅅ ㅓ ▁ ㅂ ㅓ ㄴ ㅎ ㅗ ㄹ ㅡ ㄹ ▁ ⅇ ㅏ ㄹ ⅇ ㅏ ㅂ ㅗ ㅅ ㅣ ㅈ ㅣ ▁ ㄱ ㅡ ㄹ ㅓ ㅅ ㅔ ⅇ ㅛ ?|3.8
1/1_0019.wav|내가 누군지 알아보겠니?|ㄴ ㅐ ㄱ ㅏ ▁ ㄴ ㅜ ㄱ ㅜ ㄴ ㅈ ㅣ ▁ ⅇ ㅏ ㄹ ⅇ ㅏ ㅂ ㅗ ㄱ ㅔ ㅆ ㄴ ㅣ ?|1.9
